29.540147,-2.185404,0.0,0.0,0.0,0.131283,0.0,0.0,0.0,0.018147,0.0,0.0,0.0,-0.465828,-0.465828,-0.465828,0.0,0.0,0.0,-0.022269,0.021324,0.078507,2e-05,0.0,-0.022269,0.021324,-0.026188,0.074011,0.0
-2.185404,1.711211,0.0,0.0,0.0,0.480048,0.0,0.0,0.0,0.095383,0.0,0.0,0.0,0.249764,0.249764,0.249764,0.0,0.0,0.0,0.019536,0.109555,-0.310778,-7.8e-05,0.0,0.019536,0.109555,0.103666,-0.292979,0.0
0.0,0.0,4.251877,0.0,0.0,0.0,0.547243,0.0,0.0,0.0,0.065939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222208,0.084756,-0.826207,-0.000232,0.0,-0.074122,-0.028272,-0.006772,0.289946,0.0
0.0,0.0,0.0,4.251877,0.0,0.0,0.0,0.547243,0.0,0.0,0.0,0.065939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6e-05,2.1e-05,-0.000232,0.095821,0.0,0.209481,0.079902,0.289946,-0.723614,0.0
0.0,0.0,0.0,0.0,4.251877,0.0,0.0,0.0,0.547243,0.0,0.0,0.0,0.065939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.095821,0.0,0.0,0.0,0.0,0.095821
0.131283,0.480048,0.0,0.0,0.0,0.405009,0.0,0.0,0.0,0.151883,0.0,0.0,0.0,0.328083,0.328083,0.328083,0.0,0.0,0.0,0.141953,0.161007,-0.201977,-5.1e-05,0.0,0.141953,0.161007,0.067373,-0.190409,0.0
0.0,0.0,0.547243,0.0,0.0,0.0,0.675015,0.0,0.0,0.0,0.215715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.425097,0.210722,-0.262623,-0.00012,0.0,-0.1418,-0.070291,0.161199,0.149963,0.0
0.0,0.0,0.0,0.547243,0.0,0.0,0.0,0.675015,0.0,0.0,0.0,0.215715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000107,5.3e-05,-0.00012,0.214262,0.0,0.400749,0.198653,0.149963,-0.20956,0.0
0.0,0.0,0.0,0.0,0.547243,0.0,0.0,0.0,0.675015,0.0,0.0,0.0,0.215715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.214262,0.0,0.0,0.0,0.0,0.214262
0.018147,0.095383,0.0,0.0,0.0,0.151883,0.0,0.0,0.0,0.12675,0.0,0.0,0.0,0.100341,0.100341,0.100341,0.0,0.0,0.0,0.068595,0.112713,-0.027247,-7e-06,0.0,0.068595,0.112713,0.009089,-0.025686,0.0
0.0,0.0,0.065939,0.0,0.0,0.0,0.215715,0.0,0.0,0.0,0.21125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.116204,0.137216,0.013076,-1e-05,0.0,-0.038762,-0.045771,0.047374,0.012136,0.0
