-33.043514,-7.366877,-0.014723,-0.020833,0.0,-5.371538,-0.002029,-0.002871,0.0,-2.326008,-0.000508,-0.000719,0.0,-1.10123,-1.100984,-1.100004,0.0006,0.0,0.0,-1.118609,-2.213576,1.841865,-1.2e-05,0.0,-1.118609,-2.213576,-0.614839,1.736215,0.0
-7.366877,-9.922057,-0.100126,-0.141676,0.0,-7.388529,-0.064077,-0.090666,0.0,-3.872874,-0.02164,-0.03062,0.0,-4.694759,-4.678092,-4.611528,0.040762,0.0,0.0,-2.344933,-3.618271,3.171088,-0.01258,0.0,-2.344933,-3.618271,-1.070389,2.985,0.0
-0.014723,-0.100126,-8.523967,0.026908,0.0,-0.094528,-3.810396,0.024545,0.0,-0.055123,-1.285156,0.008987,0.0,-0.174491,-0.013099,-0.034737,-0.098425,0.0,0.0,-2.271886,-1.185547,2.966166,-0.013157,0.0,0.739189,0.338235,-0.627139,-1.247658,0.0
-0.020833,-0.141676,0.026908,-8.504909,0.0,-0.133754,0.024545,-3.793012,0.0,-0.077997,0.008987,-1.278791,0.0,-0.056826,-0.208607,-0.049151,-0.022687,0.0,0.0,-0.02035,-0.061008,0.024798,-1.073617,0.0,-2.148367,-1.137911,-1.285613,2.519688,0.0
0.0,0.0,0.0,0.0,-8.428801,0.0,0.0,0.0,-3.723587,0.0,0.0,0.0,-1.253372,0.0,0.0,0.0,0.0,-0.060166,-0.085132,0.0,0.0,0.0,0.0,-1.069146,0.0,0.0,0.0,0.0,-1.069146
-5.371538,-7.388529,-0.094528,-0.133754,0.0,-7.265533,-0.133712,-0.189197,0.0,-4.833589,-0.064506,-0.091273,0.0,-4.828884,-4.800302,-4.686157,0.069899,0.0,0.0,-2.895756,-4.364503,2.437182,-0.023073,0.0,-2.895756,-4.364503,-0.835298,2.289687,0.0
-0.002029,-0.064077,-3.810396,0.024545,0.0,-0.133712,-4.770462,0.056257,0.0,-0.115307,-2.780185,0.029654,0.0,-0.24468,-0.003493,-0.040977,-0.123455,0.0,0.0,-3.115252,-2.199229,1.272544,-0.027451,0.0,1.01749,0.634225,-1.090849,-0.819718,0.0
-0.002871,-0.090666,0.024545,-3.793012,0.0,-0.189197,0.056257,-4.730618,0.0,-0.163156,0.029654,-2.759183,0.0,-0.071277,-0.279881,-0.057982,-0.006051,0.0,0.0,-0.023765,-0.10597,0.017203,-1.390847,0.0,-2.944499,-2.108458,-0.864372,0.972546,0.0
0.0,0.0,0.0,0.0,-3.723587,0.0,0.0,0.0,-4.571499,0.0,0.0,0.0,-2.675308,0.0,0.0,0.0,0.0,-0.070975,-0.100427,0.0,0.0,0.0,0.0,-1.384428,0.0,0.0,0.0,0.0,-1.384428
-2.326008,-3.872874,-0.055123,-0.077997,0.0,-4.833589,-0.115307,-0.163156,0.0,-4.365246,-0.078687,-0.111339,0.0,-3.097068,-3.07695,-2.996604,0.049202,0.0,0.0,-2.155259,-3.68123,1.106167,-0.018229,0.0,-2.155259,-3.68123,-0.38643,1.036634,0.0
-0.000508,-0.02164,-1.285156,0.008987,0.0,-0.064506,-2.780185,0.029654,0.0,-0.078687,-2.897498,0.021954,0.0,-0.101148,-0.000862,-0.016637,-0.050465,0.0,0.0,-1.680738,-1.823074,0.068204,-0.014116,0.0,0.550792,0.549087,-0.62508,-0.240101,0.0
-0.000719,-0.03062,0.008987,-1.278791,0.0,-0.091273,0.029654,-2.759183,0.0,-0.111339,0.021954,-2.88195,0.0,-0.029136,-0.115206,-0.023541,-0.001494,0.0,0.0,-0.010873,-0.063086,0.005403,-0.715103,0.0,-1.587963,-1.739564,-0.259621,-0.021819,0.0
0.0,0.0,0.0,0.0,-1.253372,0.0,0.0,0.0,-2.675308,0.0,0.0,0.0,-2.819856,0.0,0.0,0.0,0.0,-0.028816,-0.040774,0.0,0.0,0.0,0.0,-0.712251,0.0,0.0,0.0,0.0,-0.712251
-1.10123,-4.694759,-0.174491,-0.056826,0.0,-4.828884,-0.24468,-0.071277,0.0,-3.097068,-0.101148,-0.029136,0.0,-5.589369,-2.539278,-2.502281,0.053367,0.0,0.0,-3.4049,-3.123471,2.477204,-0.024654,0.0,-1.519325,-2.71349,0.104885,1.659653,0.0
-1.100984,-4.678092,-0.013099,-0.208607,0.0,-4.800302,-0.003493,-0.279881,0.0,-3.07695,-0.000862,-0.115206,0.0,-2.539278,-5.524897,-2.495993,0.104304,0.0,0.0,-1.292831,-2.661094,1.421811,-0.021578,0.0,-3.178405,-3.071076,-1.449984,2.000288,0.0
